oid,fountain_type,fountain_code,dog_friendly,amt,coordinates,open_map_address
317,ברזית גליל,B10,False,,"{'x': 34.778033204278096, 'y': 32.05780862031238}","93, לוינסקי, נווה שאנן, תל אביב - יפו, קריית שלום, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6606110, ישראל"
318,ברזית גליל,B10,False,,"{'x': 34.746918000297036, 'y': 32.04152346582076}","דונולו הרופא, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6806546, ישראל"
319,ברזית גליל,B10,False,,"{'x': 34.77413459432059, 'y': 32.04161367773607}","97, בן צבי, פארק החורשות, תל אביב - יפו, קרית שלום, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5822304, ישראל"
320,קולר,B16,False,,"{'x': 34.77413459432059, 'y': 32.04161367773607}","97, בן צבי, פארק החורשות, תל אביב - יפו, קרית שלום, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5822304, ישראל"
321,ברזית גליל,B10,False,,"{'x': 34.799492604955596, 'y': 32.06235204045668}","99, כביש תל אביב ירושלים, נווה שאנן, תל אביב - יפו, יד אליהו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
322,ברזית גליל,B10,False,,"{'x': 34.79922059715803, 'y': 32.06283743478727}","105, משה דיין, יד אליהו, תל אביב - יפו, תל חיים, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
323,ברזית גליל,B10,False,,"{'x': 34.75027268996871, 'y': 32.04337309609835}","1א, הלוטוס, תל אביב - יפו, עג'מי וגבעת עליה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6806546, ישראל"
324,ברזית גליל,B10,False,,"{'x': 34.79494569251466, 'y': 32.05339137667903}","106, ההגנה, התקוה, תל אביב - יפו, נווה צה""ל, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
325,ברזית גליל,B10,False,,"{'x': 34.799401018498344, 'y': 32.04704819647758}","107, חיים ברלב, כפיר, תל אביב - יפו, נווה כפיר, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
326,ברזית גליל,B10,False,,"{'x': 34.77432216944614, 'y': 32.050602643946}","107, הר ציון, תל אביב - יפו, שפירא, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6652434, ישראל"
327,ברזית גליל,B10,False,,"{'x': 34.799401018498344, 'y': 32.04704819647758}","107, חיים ברלב, כפיר, תל אביב - יפו, נווה כפיר, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
328,ברזית גליל,B10,False,,"{'x': 34.80673392916334, 'y': 32.05609103072699}","116, מעפילי אגוז, תל אביב - יפו, נוה חן, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
329,ברזיה מרובעת,B11,False,,"{'x': 34.80673392916334, 'y': 32.05609103072699}","116, מעפילי אגוז, תל אביב - יפו, נוה חן, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
330,ברזית גליל,B10,False,,"{'x': 34.77834251816237, 'y': 32.0700751510711}","119, שדרות רוטשילד, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6713203, ישראל"
331,ברזית גליל,B10,False,,"{'x': 34.81206744494741, 'y': 32.046015171531685}","24, הרצפלד, תל אביב - יפו, ניר אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
332,ברזית גליל,B10,False,,"{'x': 34.80493796055846, 'y': 32.045688508462}","154, חיים ברלב, תל אביב - יפו, לבנה, ידידיה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
333,ברזית גליל,B10,False,,"{'x': 34.77340091001271, 'y': 32.088720220063436}","161, בן יהודה, תל אביב - יפו, הצפון הישן - החלק הצפוני, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6340506, ישראל"
334,ברזית גליל,B10,False,,"{'x': 34.755891249719504, 'y': 32.0384112300349}","163, ירושלים, בת ים, נפת תל אביב, מחוז תל אביב, 5823707, ישראל"
335,ברזיית עלה,B14,True,,"{'x': 34.78943813595936, 'y': 32.08337473797395}","170, ארלוזורוב, הצפון החדש - החלק הדרומי, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6492903, ישראל"
336,ברזית גליל,B10,False,,"{'x': 34.77152026250982, 'y': 32.08788289390852}","192, הירקון, תל אביב - יפו, הצפון הישן - החלק הצפוני, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6343527, ישראל"
337,ברזית גליל,B10,False,,"{'x': 34.810634451830104, 'y': 32.04485629785267}","196, חיים ברלב, תל אביב - יפו, לבנה, ידידיה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
338,ברזית גליל,B10,True,,"{'x': 34.81724895277758, 'y': 32.11305968038137}","214, בני אפרים, הדר-יוסף, תל אביב - יפו, מעוז אביב ב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
339,ברזית גליל,B10,True,,"{'x': 34.817129651451, 'y': 32.11394701406218}","218, בני אפרים, נאות אפקה א, תל אביב - יפו, מעוז אביב ב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
340,ברזית גליל,B10,False,,"{'x': 34.817129651451, 'y': 32.11394701406218}","218, בני אפרים, נאות אפקה א, תל אביב - יפו, מעוז אביב ב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
341,ברזית גליל,B10,False,,"{'x': 34.77335924603782, 'y': 32.09206021041362}","בית ספר גורדון, ויתקין, תל אביב - יפו, הצפון הישן - החלק הצפוני, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6340506, ישראל"
342,ברזית גליל,B10,False,,"{'x': 34.805140954509135, 'y': 32.06165218713672}","103, השלום, תל אביב - יפו, תל חיים, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
343,ברזית גליל,B10,False,,"{'x': 34.80580629049818, 'y': 32.06107826206749}","דרך השלום, 105, השלום, תל אביב - יפו, רמת הטייסים, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5223403, ישראל"
344,ברזית גליל,B10,False,,"{'x': 34.76493655677845, 'y': 32.060718973987115}","9, יחיאלי, תל אביב - יפו, נוה צדק, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6812509, ישראל"
345,ברזית גליל,B10,False,,"{'x': 34.76429658043591, 'y': 32.060696878050294}","Suzanne Dellal Center for Dance and Theater, 5, יחיאלי, תל אביב - יפו, נוה צדק, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6811834, ישראל"
346,ברזית גליל,B10,False,,"{'x': 34.78287817609106, 'y': 32.05088840113842}","19, גולומב, תל אביב - יפו, שפירא, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
347,ברזית גליל,B10,False,,"{'x': 34.789673777141836, 'y': 32.058892921071006}","34, המעפילים, יד אליהו, תל אביב - יפו, יד אליהו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
348,ברזית גליל,B10,False,,"{'x': 34.78141452958186, 'y': 32.0418281085804}","4, אופטושו, תל אביב - יפו, קרית שלום, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
349,ברזית גליל,B10,False,,"{'x': 34.81051838420077, 'y': 32.04885764582027}","20, מח""ל, תל אביב - יפו, ניר אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
350,ברזית גליל,B10,False,,"{'x': 34.79389022160409, 'y': 32.1301088474419}","8, שאול אביגור, תל אביב - יפו, צוקי אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
351,ברזית גליל,B10,True,,"{'x': 34.79274454428621, 'y': 32.07940398658169}","22, דפנה, הצפון החדש - החלק הדרומי, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5268101, ישראל"
352,ברזית גליל,B10,True,,"{'x': 34.79367075008956, 'y': 32.081880010134476}","40, דפנה, הצפון החדש - החלק הדרומי, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5268101, ישראל"
353,ברזית גליל,B10,False,,"{'x': 34.800450605228235, 'y': 32.05012313222016}","5, מח""ל, כפיר, תל אביב - יפו, נווה כפיר, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
354,ברזית גליל,B10,False,,"{'x': 34.80440611767797, 'y': 32.04929321941368}","35, מח""ל, נוה ברבור, כפר שלם מערב, תל אביב - יפו, כפר שלם, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
355,ברזית גליל,B10,False,,"{'x': 34.801508871485076, 'y': 32.047457905688525}","8, הרב אלנקוה, כפיר, תל אביב - יפו, לבנה, ידידיה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
356,ברזית גליל,B10,False,,"{'x': 34.83476023717563, 'y': 32.12173982714422}","71, צה""ל, תל אביב - יפו, צהלה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6962343, ישראל"
357,ברזית גליל,B10,False,,"{'x': 34.747018516923156, 'y': 32.03747732890729}","45, קידרון, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6806546, ישראל"
358,ברזית גליל,B10,False,,"{'x': 34.75926377085887, 'y': 32.03982175762213}","18א, נחל עוז, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6807644, ישראל"
359,ברזית גליל,B10,True,,"{'x': 34.839138133721605, 'y': 32.111422865250915}","24, ראול ולנברג, רמת החייל, תל אביב - יפו, אזור תעשייה עבר הירקון, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6971001, ישראל"
360,ברזית גליל,B10,False,,"{'x': 34.764022290433196, 'y': 32.04180905083039}","34, שביל אופנידן איילון, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6811156, ישראל"
361,ברזית גליל,B10,False,,"{'x': 34.775251115231505, 'y': 32.04858577945288}","96, קיבוץ גלויות, תל אביב - יפו, קרית שלום, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
362,ברזית גליל,B10,False,,"{'x': 34.8117873130044, 'y': 32.04579421259042}","5, הרצפלד, תל אביב - יפו, ניר אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
363,ברזית גליל,B10,False,,"{'x': 34.81206744494741, 'y': 32.046015171531685}","24, הרצפלד, תל אביב - יפו, ניר אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
364,ברזית גליל,B10,False,,"{'x': 34.83434684784525, 'y': 32.113030059141394}","11, דוד טריטש, רמת החייל, תל אביב - יפו, ישגב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6971001, ישראל"
365,ברזית גליל,B10,False,,"{'x': 34.81657937081112, 'y': 32.11097078505198}","202, בני אפרים, הדר-יוסף, תל אביב - יפו, מעוז אביב ב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
366,ברזית גליל,B10,False,,"{'x': 34.75459850872124, 'y': 32.051685521177454}","21, רבי חנינא, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6803608, ישראל"
367,ברזית גליל,B10,False,,"{'x': 34.76109700814253, 'y': 32.047726204500634}","המכללה האקדמית תל אביב יפו, רבנו ירוחם, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6811156, ישראל"
368,ברזית גליל,B10,False,,"{'x': 34.780050074896046, 'y': 32.06753304716644}","2, לינקולן, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6713521, ישראל"
369,ברזית גליל,B10,False,,"{'x': 34.80925612322003, 'y': 32.0551221599007}","60, הטייסים, אורות, תל אביב - יפו, נוה חן, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
370,ברזית גליל,B10,False,,"{'x': 34.81329618107924, 'y': 32.05105999278548}","90, הטייסים, תל אביב - יפו, נוה חן, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
371,ברזית גליל,B10,False,,"{'x': 34.80149056706189, 'y': 32.12304046147643}","דוד בוקשפן, תל אביב - יפו, 'רמת אביב ג, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
372,ברזית גליל,B10,False,,"{'x': 34.76720693204259, 'y': 32.06724016670525}","שוק הכרמל, 48, הכרמל, כרם התימנים, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6560475, ישראל"
373,ברזית גליל,B10,False,,"{'x': 34.814791972712776, 'y': 32.120729147480986}","6א, מרדכי רומנו, תל ברוך, תל אביב - יפו, תל ברוך, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
374,ברזית גליל,B10,False,,"{'x': 34.757011916067, 'y': 32.05049665541903}","16, מגן אברהם, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6803608, ישראל"
375,ברזית גליל,B10,False,,"{'x': 34.77478837936694, 'y': 32.0576333942557}","22, צ'לנוב, נווה שאנן, תל אביב - יפו, קריית שלום, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6606110, ישראל"
376,ברזית גליל,B10,False,,"{'x': 34.75448367403549, 'y': 32.03763662716548}","2, הבעש""ט, חולון, נאות רחל, חולון, נפת תל אביב, מחוז תל אביב, 5823707, ישראל"
377,ברזיה מרובעת,B11,True,,"{'x': 34.79320145464876, 'y': 32.084434487364554}","10, פייבל, הצפון החדש - סביבת ככר המדינה, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5268101, ישראל"
378,ברזיה מרובעת,B11,False,,"{'x': 34.790847245306175, 'y': 32.07013460951995}","19, שדרות יהודית, מונטיפיורי, תל אביב - יפו, ביצרון, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6701203, ישראל"
379,ברזיה מרובעת,B11,True,,"{'x': 34.78028949230089, 'y': 32.075872713367964}","18, שדרות הנביאים, הצפון הישן - החלק הדרומי, תל אביב - יפו, גני שרונה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6473702, ישראל"
380,ברזיה מרובעת,B11,True,,"{'x': 34.78025502054672, 'y': 32.0779985624945}","40, שדרות ח""ן, הצפון הישן - החלק הדרומי, תל אביב - יפו, גני שרונה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6437701, ישראל"
381,ברזיה מרובעת,B11,False,,"{'x': 34.76109700814253, 'y': 32.047726204500634}","המכללה האקדמית תל אביב יפו, רבנו ירוחם, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6811156, ישראל"
382,ברזיה מרובעת,B11,False,,"{'x': 34.75610811199665, 'y': 32.03586697741505}","14, הרב הלר חיים, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6807644, ישראל"
383,ברזיית עלה,B14,False,,"{'x': 34.76175081101553, 'y': 32.040073506333385}","59, היינריך היינה, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6811156, ישראל"
384,ברזיית עלה,B14,False,,"{'x': 34.818629042608926, 'y': 32.11419690282965}","קהילת קייב, נאות אפקה א, תל אביב - יפו, מעוז אביב ב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5259408, ישראל"
385,ברזיית עלה,B14,False,,"{'x': 34.79566442295585, 'y': 32.06225999884576}","8, המערכה, יד אליהו, תל אביב - יפו, יד אליהו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6777517, ישראל"
386,ברזיית עלה,B14,False,,"{'x': 34.75570533770833, 'y': 32.0358638574731}","10, הרב הלר חיים, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6807644, ישראל"
387,ברזית פטריה,B15,False,,"{'x': 34.80027693824918, 'y': 32.05026235657168}","3, מח""ל, כפיר, תל אביב - יפו, נווה כפיר, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
388,ברזית פטריה,B15,False,,"{'x': 34.76397509930149, 'y': 32.05786671294407}","35, אילת, תל אביב - יפו, נוה צדק, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6811834, ישראל"
389,קולר,B16,False,,"{'x': 34.77319892292155, 'y': 32.09264582516306}","275, הירקון, תל אביב - יפו, הצפון הישן - החלק הצפוני, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6343527, ישראל"
390,קולר,B16,False,,"{'x': 34.796405446188416, 'y': 32.06110556022049}","27, שדרות יד לבנים, יד אליהו, תל אביב - יפו, יד אליהו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6777517, ישראל"
391,קולר,B16,False,,"{'x': 34.748612382036235, 'y': 32.04179601123239}","2, שתי האחיות, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6806546, ישראל"
392,קולר,B16,False,,"{'x': 34.79783306150407, 'y': 32.089449564528046}","3, דוש (קריאל גרדוש), תל אביב - יפו, צמרות איילון, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5268104, ישראל"
393,קולר,B16,True,,"{'x': 34.786359942351226, 'y': 32.11490679935276}","33, יצחק בשביס זינגר, נופי ים, תל אביב - יפו, רמת אביב החדשה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
394,ברזיה מרובעת,B11,True,,"{'x': 34.7911579847017, 'y': 32.08741275385073}","48, ה' באייר, הצפון החדש - סביבת ככר המדינה, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6296802, ישראל"
