oid,fountain_type,fountain_code,dog_friendly,amt,coordinates,open_map_address
118,ברזיה מרובעת,B11,False,,"{'x': 34.79691720187207, 'y': 32.06227739712991}","Bat Zion Community Center, משעול שירה, יד אליהו, תל אביב - יפו, יד אליהו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6777517, ישראל"
119,ברזיית עלה,B14,False,,"{'x': 34.79818793910463, 'y': 32.10515375001536}","10, גרונימן, רמת-אביב, תל אביב - יפו, אוניברסיטת תל אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
120,קולר,B16,False,,"{'x': 34.77318722126936, 'y': 32.04614855629696}","לבון, פארק החורשות, תל אביב - יפו, קרית שלום, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6652434, ישראל"
121,קולר,B16,False,,"{'x': 34.78918372861981, 'y': 32.05985341915363}","10, וינגייט, יד אליהו, תל אביב - יפו, יד אליהו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6777517, ישראל"
122,ברזית גליל,B10,True,,"{'x': 34.79206846378627, 'y': 32.07966908731531}","11, דפנה, הצפון החדש - החלק הדרומי, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5268101, ישראל"
123,ברזית גליל,B10,False,,"{'x': 34.821424330520536, 'y': 32.11946396947873}","14, לאה, 'נאות אפקה ב, תל אביב - יפו, נאות אפקה ב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
124,ברזית גליל,B10,True,,"{'x': 34.842846432005956, 'y': 32.12051758472835}","11, כורזים, תל אביב - יפו, נוה שרת, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6962343, ישראל"
125,ברזית גליל,B10,False,,"{'x': 34.79992945518183, 'y': 32.11633820626246}","11, מוריץ דניאל, נוה אביבים וסביבתה, תל אביב - יפו, נווה אביבים, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
126,ברזית גליל,B10,False,,"{'x': 34.7963897961621, 'y': 32.12792052242672}","11, משה ברזני, תל אביב - יפו, 'רמת אביב ג, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
127,ברזית גליל,B10,False,,"{'x': 34.76356955332412, 'y': 32.0431460791288}","11, צונץ, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6811156, ישראל"
128,ברזית גליל,B10,False,,"{'x': 34.79573392898312, 'y': 32.04916601215157}","16, מצובה, התקוה, תל אביב - יפו, בית יעקב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
129,ברזית גליל,B10,False,,"{'x': 34.77637702993948, 'y': 32.09007524201451}","11, גריזים, תל אביב - יפו, הצפון הישן - החלק הצפוני, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6296802, ישראל"
130,ברזית גליל,B10,False,,"{'x': 34.779809733727504, 'y': 32.09525782018492}","11, אוסישקין, תל אביב - יפו, הצפון הישן - החלק הצפוני, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6340506, ישראל"
131,ברזיה מרובעת,B11,False,,"{'x': 34.81339653614716, 'y': 32.049140474930084}","11, אליעזר לבונה, תל אביב - יפו, ניר אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
132,ברזיית עלה,B14,False,,"{'x': 34.7963897961621, 'y': 32.12792052242672}","11, משה ברזני, תל אביב - יפו, 'רמת אביב ג, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
133,ברזית גליל,B10,False,,"{'x': 34.79643237890374, 'y': 32.09500470989484}","12, הרב הרצוג, תל אביב - יפו, בבלי, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5268104, ישראל"
134,ברזית גליל,B10,True,,"{'x': 34.78732595620328, 'y': 32.08859520827429}","12, בילטמור, הצפון החדש - סביבת ככר המדינה, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6296802, ישראל"
135,ברזית גליל,B10,False,,"{'x': 34.79735420176422, 'y': 32.05214294598882}","12, אלוף, התקוה, תל אביב - יפו, נווה צה""ל, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
136,ברזית גליל,B10,True,,"{'x': 34.8129233376528, 'y': 32.11743097315263}","12א, מגדל שורשן, תל ברוך, תל אביב - יפו, תל ברוך, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
137,ברזית גליל,B10,False,,"{'x': 34.832820992219496, 'y': 32.1234729074863}","12, אהוד, גני צהלה, רמות צהלה, תל אביב - יפו, צהלה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6962342, ישראל"
138,ברזית גליל,B10,False,,"{'x': 34.76025571971608, 'y': 32.0495607576615}","12, בן צבי, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6811156, ישראל"
139,ברזית גליל,B10,False,,"{'x': 34.76025632109108, 'y': 32.039295417441366}","12, נחל שורק, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6807644, ישראל"
140,ברזית גליל,B10,False,,"{'x': 34.76746972505869, 'y': 32.039191694388904}","12, שז""ר, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5822304, ישראל"
141,ברזית גליל,B10,False,,"{'x': 34.81959154203821, 'y': 32.10702626798669}","12, קיציס, הדר-יוסף, תל אביב - יפו, הדר יוסף, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5259408, ישראל"
142,ברזית גליל,B10,False,,"{'x': 34.76696222546802, 'y': 32.04198817858246}","12, יעקובוב אוריאל, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5822304, ישראל"
143,ברזית גליל,B10,True,,"{'x': 34.8396327297586, 'y': 32.11826983206636}","12, בית אל, תל אביב - יפו, נוה שרת, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6971001, ישראל"
144,ברזית גליל,B10,False,,"{'x': 34.82925827061798, 'y': 32.117657583165666}","12, ברטונוב, רביבים, תל אביב - יפו, רביבים, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6962342, ישראל"
145,ברזית גליל,B10,False,,"{'x': 34.81959154203821, 'y': 32.10702626798669}","12, קיציס, הדר-יוסף, תל אביב - יפו, הדר יוסף, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5259408, ישראל"
146,ברזית גליל,B10,False,,"{'x': 34.76696222546802, 'y': 32.04198817858246}","12, יעקובוב אוריאל, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5822304, ישראל"
147,ברזיה מרובעת,B11,True,,"{'x': 34.793210525273985, 'y': 32.08464658109842}","12, פייבל, הצפון החדש - סביבת ככר המדינה, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5268101, ישראל"
148,קולר,B16,True,,"{'x': 34.783848246837486, 'y': 32.09988463433055}","12, בוני העיר, כוכב הצפון, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6296802, ישראל"
149,קולר,B16,False,,"{'x': 34.79076806918285, 'y': 32.10364446988731}","12, בראלי, שכונת למד, תל אביב - יפו, אוניברסיטת תל אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
150,ברזית גליל,B10,False,,"{'x': 34.80037929126996, 'y': 32.09535919950065}","7, הרב עוזיאל, תל אביב - יפו, בבלי, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5268104, ישראל"
151,ברזית גליל,B10,False,,"{'x': 34.83569396107278, 'y': 32.11418926530005}","13, הראל, רמת החייל, תל אביב - יפו, ישגב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6971001, ישראל"
152,ברזיית עלה,B14,False,,"{'x': 34.79129918562232, 'y': 32.11568867578705}","13, גז מטילדה, נופי ים, תל אביב - יפו, רמת אביב החדשה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
153,ברזית גליל,B10,False,,"{'x': 34.802831003009196, 'y': 32.0609162696765}","14, באכר, תל אביב - יפו, תל חיים, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
154,ברזית גליל,B10,False,,"{'x': 34.81870369313187, 'y': 32.11152221197404}","14, קהילת ורשה, הדר-יוסף, תל אביב - יפו, מעוז אביב ב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5259408, ישראל"
155,ברזית גליל,B10,True,,"{'x': 34.80088536764898, 'y': 32.10942260048426}","14, כפר יונה, רמת-אביב, תל אביב - יפו, אוניברסיטת תל אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
156,ברזית גליל,B10,False,,"{'x': 34.81513215936569, 'y': 32.115204650024666}","14, 856, תל ברוך, תל אביב - יפו, מעוז אביב ב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
157,ברזיית עלה,B14,False,,"{'x': 34.80129929920286, 'y': 32.119054966028436}","14, גייגר, נוה אביבים וסביבתה, תל אביב - יפו, נווה אביבים, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
158,ברזית גליל,B10,False,,"{'x': 34.79427492356794, 'y': 32.05625606678188}","15, לוחמי גליפולי, יד אליהו, תל אביב - יפו, יד אליהו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
159,ברזית גליל,B10,False,,"{'x': 34.783606030258326, 'y': 32.08357094006474}","15, רמברנדט, הצפון החדש - החלק הדרומי, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6296802, ישראל"
160,ברזית גליל,B10,True,,"{'x': 34.8226211976596, 'y': 32.119511491530915}","15, למדן, 'נאות אפקה ב, תל אביב - יפו, נאות אפקה ב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
161,ברזית גליל,B10,False,,"{'x': 34.76701645072619, 'y': 32.043770107919926}","15, גרינבוים, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6811156, ישראל"
162,ברזית גליל,B10,False,,"{'x': 34.80239566543492, 'y': 32.0481271997955}","15, זכריה רצאבי, כפיר, תל אביב - יפו, נווה כפיר, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
163,ברזית גליל,B10,False,,"{'x': 34.791109707099444, 'y': 32.104183553627244}","16א, בראלי, שכונת למד, תל אביב - יפו, אוניברסיטת תל אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
164,ברזית גליל,B10,False,,"{'x': 34.81638042491765, 'y': 32.11991227496101}","16, מיזאן, תל ברוך, תל אביב - יפו, תל ברוך, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
165,ברזית גליל,B10,False,,"{'x': 34.76325425965399, 'y': 32.05000634131071}","16, התחיה, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6811156, ישראל"
166,ברזית גליל,B10,False,,"{'x': 34.80119966342078, 'y': 32.07699324183809}","16, נהלל, תל אביב - יפו, נחלת יצחק, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5268101, ישראל"
167,ברזית גליל,B10,True,,"{'x': 34.83959168454591, 'y': 32.11664367863095}","16, הצנחנים, תל אביב - יפו, נוה שרת, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6971001, ישראל"
168,ברזית גליל,B10,False,,"{'x': 34.774439889743995, 'y': 32.06736787740343}","16, בלפור, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6521124, ישראל"
169,ברזית גליל,B10,False,,"{'x': 34.793545667706084, 'y': 32.088123768753796}","16, אהבת ציון, הצפון החדש - סביבת ככר המדינה, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5268102, ישראל"
170,ברזית גליל,B10,True,,"{'x': 34.84109047316472, 'y': 32.12206126507254}","16, אדירים, תל אביב - יפו, נוה שרת, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6962343, ישראל"
171,ברזיית עלה,B14,False,,"{'x': 34.82155794538645, 'y': 32.11470783254157}","16, קהילת ריגה, נאות אפקה א, תל אביב - יפו, מעוז אביב ב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
172,ברזית גליל,B10,False,,"{'x': 34.80483403447456, 'y': 32.120597928359494}","17, מוטה גור, אפקה, תל אביב - יפו, נווה אביבים, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
173,ברזית גליל,B10,False,,"{'x': 34.78607225851887, 'y': 32.08793164355516}","1235, נמל תל-אביב, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6296802, ישראל"
174,ברזית גליל,B10,False,,"{'x': 34.76412855847339, 'y': 32.06275040758013}","השנית, תל אביב - יפו, נוה צדק, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6812509, ישראל"
175,ברזית גליל,B10,False,,"{'x': 34.74820068681115, 'y': 32.03927840706228}","17, טולוז, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6806546, ישראל"
176,ברזית גליל,B10,False,,"{'x': 34.756485310485076, 'y': 32.03587197164503}","18, הרב הלר חיים, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6807644, ישראל"
177,ברזית גליל,B10,False,,"{'x': 34.82808260469788, 'y': 32.125160740777865}","18, ענתות, גני צהלה, רמות צהלה, תל אביב - יפו, גני צהלה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6962342, ישראל"
178,ברזית גליל,B10,False,,"{'x': 34.7561186531772, 'y': 32.05089649187453}","18, מגן אברהם, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6803608, ישראל"
179,ברזיה מרובעת,B11,False,,"{'x': 34.773114704875525, 'y': 32.08240293778636}","18, נתן החכם, הצפון הישן - החלק הדרומי, תל אביב - יפו, גני שרונה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6343527, ישראל"
180,ברזית גליל,B10,False,,"{'x': 34.76743682567866, 'y': 32.03828119449253}","19, אירוס, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5822304, ישראל"
181,ברזית גליל,B10,False,,"{'x': 34.79603236840106, 'y': 32.11089442039134}","19, בלום ליאון, רמת-אביב, תל אביב - יפו, אוניברסיטת תל אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
182,ברזית גליל,B10,True,,"{'x': 34.79829620370588, 'y': 32.125384331102936}","20, שלמה בן יוסף, תל אביב - יפו, 'רמת אביב ג, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
183,ברזית גליל,B10,False,,"{'x': 34.7523935167949, 'y': 32.03854577468564}","20, דב ממזריץ, צהלון ושיכוני חסכון, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6807644, ישראל"
184,ברזית גליל,B10,False,,"{'x': 34.803580996093956, 'y': 32.05868698966002}","20, הטייסים, אורות, תל אביב - יפו, נוה חן, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
185,ברזית גליל,B10,False,,"{'x': 34.82083502851543, 'y': 32.10764001659114}","20, קיציס, הדר-יוסף, תל אביב - יפו, הדר יוסף, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5259408, ישראל"
186,ברזית גליל,B10,False,,"{'x': 34.796735471808816, 'y': 32.067725618654734}","20, ההשכלה, תל אביב - יפו, ביצרון ורמת ישראל, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6777517, ישראל"
187,ברזית גליל,B10,False,,"{'x': 34.797659303378104, 'y': 32.05729543755652}","20, יפתח, יד אליהו, תל אביב - יפו, נווה צה""ל, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
188,ברזית גליל,B10,False,,"{'x': 34.82083502851543, 'y': 32.10764001659114}","20, קיציס, הדר-יוסף, תל אביב - יפו, הדר יוסף, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5259408, ישראל"
189,קולר,B16,False,,"{'x': 34.803580996093956, 'y': 32.05868698966002}","20, הטייסים, אורות, תל אביב - יפו, נוה חן, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
190,ברזית גליל,B10,False,,"{'x': 34.790359195458954, 'y': 32.106908575701134}","21, יהודה בורלא, שכונת למד, תל אביב - יפו, רמת אביב החדשה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
191,ברזית גליל,B10,True,,"{'x': 34.78577041163504, 'y': 32.082147938462384}","21, סוטין, הצפון החדש - החלק הדרומי, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6296802, ישראל"
192,ברזית גליל,B10,False,,"{'x': 34.80565479738166, 'y': 32.117620826274575}","21, קלצ'קין, אפקה, תל אביב - יפו, אוניברסיטת תל אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
193,ברזית גליל,B10,False,,"{'x': 34.79311274615746, 'y': 32.08916407200075}","21, יצחק חיותמן, הצפון החדש - סביבת ככר המדינה, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6230231, ישראל"
194,ברזיה מרובעת,B11,False,,"{'x': 34.790359195458954, 'y': 32.106908575701134}","21, יהודה בורלא, שכונת למד, תל אביב - יפו, רמת אביב החדשה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
195,ברזית פטריה,B15,False,,"{'x': 34.790359195458954, 'y': 32.106908575701134}","21, יהודה בורלא, שכונת למד, תל אביב - יפו, רמת אביב החדשה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
196,ברזית גליל,B10,False,,"{'x': 34.795231032117634, 'y': 32.049332691567756}","22, בועז, התקוה, תל אביב - יפו, בית יעקב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
197,ברזית גליל,B10,False,,"{'x': 34.77581241195851, 'y': 32.09427001656176}","22, מיכה, תל אביב - יפו, הצפון הישן - החלק הצפוני, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6340506, ישראל"
198,ברזית גליל,B10,True,,"{'x': 34.800768382294336, 'y': 32.12321810299157}","22, אליהו בית צורי, תל אביב - יפו, 'רמת אביב ג, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
199,ברזית גליל,B10,False,,"{'x': 34.794386533959255, 'y': 32.057775098390636}","23, לוחמי גליפולי, יד אליהו, תל אביב - יפו, יד אליהו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
200,ברזית גליל,B10,False,,"{'x': 34.764517498944755, 'y': 32.04002508645836}","23, שקד, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5822304, ישראל"
201,ברזית גליל,B10,False,,"{'x': 34.74774341603025, 'y': 32.032520221421656}","23, חריף אייזיק, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5960403, ישראל"
202,ברזית גליל,B10,False,,"{'x': 34.794386533959255, 'y': 32.057775098390636}","23, לוחמי גליפולי, יד אליהו, תל אביב - יפו, יד אליהו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
203,ברזית גליל,B10,False,,"{'x': 34.76668494693745, 'y': 32.062515634437666}","23, פינס, תל אביב - יפו, נוה צדק, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6812526, ישראל"
204,ברזית גליל,B10,False,,"{'x': 34.7546795147973, 'y': 32.03512088009552}","הרב רובינשטיין, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6807644, ישראל"
205,ברזית גליל,B10,True,,"{'x': 34.78346921905119, 'y': 32.0785910777983}","24, דובנוב, הצפון החדש - החלק הדרומי, תל אביב - יפו, גני שרונה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6423806, ישראל"
206,ברזית גליל,B10,True,,"{'x': 34.793511526580254, 'y': 32.09504966533567}","24, הרב צירלסון, הצפון החדש - החלק הצפוני, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5268104, ישראל"
